model,accuracy,latency,cost,leaderboard_score,efficiency,latency_score
fblgit/thebeagle-v2beta-32b-mgs,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
tanliboy/lambda-qwen2.5-14b-dpo-test,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sthenno/tempesthenno-nuslerp-001,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
yoyo-ai/qwen2.5-14b-1m-yoyo-v3,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
goekdeniz-guelmez/josiefied-qwen2.5-14b-instruct-abliterated-v4,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
lunzima/nqlsg-qwen2.5-14b-megafusion-v8.9,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
djuna/q2.5-veltha-14b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
paulml/ece-ilab-q1,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
arcee-ai/virtuoso-small-v2,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
yoyo-ai/qwen2.5-14b-yoyo-v4-p1,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
jpacifico/chocolatine-14b-instruct-dpo-v1.3,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sthenno-com/miscii-14b-1028,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sthenno-com/miscii-14b-1225,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
allenai/llama-3.1-tulu-3-70b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
prithivmlmods/sombrero-opus-14b-elite5,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
yoyo-ai/qwen2.5-14b-yoyo-v4,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
benevolencemessiah/qwen2.5-72b-2x-instruct-ties-v1.0,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
allenai/llama-3.1-tulu-3-70b-dpo,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
tarek07/thalassic-alpha-llama-70b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
prithivmlmods/equuleus-opus-14b-exp,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
rombodawg/rombos-llm-v2.6-qwen-14b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sthenno/tempesthenno-sft-0309-ckpt10,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
nbeerbower/eva-abliterated-ties-qwen2.5-14b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sthenno/tempesthenno-fusion-0309,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sometimesanotion/lamarckinfusion-14b-v2,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
abacusai/smaug-qwen2-72b-instruct,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sometimesanotion/lamarckinfusion-14b-v1,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
rombodawg/rombos-llm-v2.6-nemotron-70b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
quazim0t0/fugazi14b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
1024m/qwen-14b-b100,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sakalti/saka-14b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sthenno/tempestissimo-14b-0309,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sthenno/tempesthenno-sft-0314-stage1-ckpt50,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
prithivmlmods/sombrero-opus-14b-elite6,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
yoyo-ai/qwen2.5-14b-yoyo-latest-v2,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
tsunami-th/tsunami-1.0-14b-instruct,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
quazim0t0/rune-14b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sthenno/tempesthenno-kto-0205-ckpt80,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sometimesanotion/lamarck-14b-v0.7-rc4,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
anthracite-org/magnum-v2-72b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
prithivmlmods/porpoise-opus-14b-exp,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
combinhorizon/josiefied-abliteratedv4-qwen2.5-14b-inst-basemerge-ties,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
prithivmlmods/dinobot-opus-14b-exp,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
suayptalha/luminis-phi-4,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
huihui-ai/qwen2.5-14b-instruct-abliterated-v2,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sometimesanotion/lamarck-14b-v0.7-fusion,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
quazim0t0/supernova14b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
prithivmlmods/messier-opus-14b-elite7,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
quazim0t0/lineage-14b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
yoyo-ai/zyh-llm-qwen2.5-14b-v3,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
prithivmlmods/pegasus-opus-14b-exp,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
djuna/q2.5-veltha-14b-0.5,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sakalti/oxyge1-33b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
braindao/qwen2.5-14b-instruct,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
yoyo-ai/qwen2.5-14b-yoyo-v4-p2,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sometimesanotion/lamarckinfusion-14b-v2-lo,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sometimesanotion/lamarckinfusion-14b-v3,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
huihui-ai/qwq-32b-coder-fusion-9010,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
qwen/qwen2.5-14b-instruct-1m,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
notbdq/qwen2.5-14b-instruct-1m-grpo-reasoning,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
lunzima/nqlsg-qwen2.5-14b-megafusion-v8.8,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
xiaojian9992024/qwen2.5-threadripper-medium-censored,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
quazim0t0/mfgrimm-14b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sometimesanotion/qwenvergence-14b-v11,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sakaltcommunity/novablast-preview,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sometimesanotion/lamarckinfusion-14b-v2-hi,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
yoyo-ai/qwen2.5-14b-it-restore,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sometimesanotion/qwenvergence-14b-v10,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
combinhorizon/huihui-ai-abliteratedv2-qwen2.5-14b-inst-basemerge-ties,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
rdson/wombocombo-r1-coder-14b-preview,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
quazim0t0/mfdoom-14b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
jpacifico/chocolatine-2-14b-instruct-v2.0b3,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
quazim0t0/nova-14b-sce,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
quazim0t0/geedorah-14b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
v000000/qwen2.5-14b-gutenberg-instruct-slerpeno,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
quazim0t0/alice-14b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
quazim0t0/novascotia-14b-stock,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
quazim0t0/rosemary-14b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
quazim0t0/odb-14b-sce,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
bunnycore/phi-4-sce-exp-v0.1,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
jpacifico/chocolatine-2-14b-instruct-v2.0.3,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
nbeerbower/qwen2.5-gutenberg-doppel-14b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
qwen/qwen2.5-14b-instruct,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
quazim0t0/ponder-14b-linear,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
baptiste-huvelle-10/letriomphant2.2_ece_ilab,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sthenno/tempesthenno-nuslerp-0124,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
bunnycore/phi-4-rr-shoup,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
openbuddy/openbuddy-llama3.1-70b-v22.1-131k,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
jpacifico/chocolatine-2-14b-instruct-v2.0b2,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
lunzima/nqlsg-qwen2.5-14b-megafusion-v3,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sometimesanotion/qwen2.5-14b-vimarckoso-v3-model_stock,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
quazim0t0/caramel-14b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
bunnycore/phi-4-model-stock-v4,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
quazim0t0/wendy-14b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sometimesanotion/qwenvergence-14b-v12-prose-ds,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
quazim0t0/time-14b-stock,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sometimesanotion/lamarck-14b-v0.6,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sometimesanotion/chocotrio-14b-v1,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
quazim0t0/1up-14b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
tensopolis/qwen2.5-14b-tensopolis-v1,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sometimesanotion/lamarck-14b-v0.7-rc1,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
v000000/qwen2.5-lumen-14b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
prithivmlmods/sombrero-opus-14b-sm5,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
nbeerbower/llama3.1-kartoffeldes-70b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
bunnycore/phi-4-rstock-v0.1,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sthenno-com/miscii-14b-0130,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sometimesanotion/qwenvergence-14b-v13-prose-ds,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
quazim0t0/vine-14b-sce,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sometimesanotion/qwen2.5-14b-vimarckoso-v3,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
quazim0t0/casa-14b-sce,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
lightningrodlabs/flashlight-v1.1,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
quazim0t0/mithril-14b-sce,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
lunzima/nqlsg-qwen2.5-14b-megafusion-v5,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sakalti/ultiima-14b-v0.2,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
bunnycore/phi-4-reasoningrp,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
maziyarpanahi/calme-2.1-llama3.1-70b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
prithivmlmods/primal-opus-14b-optimus-v2,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
dwikitheduck/gen-inst-1,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
v000000/qwen2.5-14b-gutenberg-1e-delta,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
nbeerbower/llama-3.1-nemotron-lorablated-70b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
hotmailuser/qwenslerp2-14b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
lunzima/nqlsg-qwen2.5-14b-megafusion-v7,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
quazim0t0/loke-14b-sce,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
quazim0t0/mosaic-14b-sce,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
bunnycore/phi-4-model-stock,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
ksu-hw-sec/llama3.1-70b-sva-ft-1000step,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
unsloth/phi-4,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
pankajmathur/orca_mini_v9_2_70b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
lunzima/nqlsg-qwen2.5-14b-megafusion-v9-stock,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
pankajmathur/orca_mini_phi-4,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
pankajmathur/orca_mini_v9_2_14b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sometimesanotion/lamarck-14b-v0.6-model_stock,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
lunzima/nqlsg-qwen2.5-14b-megafusion-v6,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
cultrix/qwen2.5-14b-reasoningmerge,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
lunzima/nqlsg-qwen2.5-14b-originalfusion,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sometimesanotion/qwenvergence-14b-v0.6-004-model_stock,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
quazim0t0/oasis-14b-ties,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
prithivmlmods/viper-coder-v1.6-r999,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
lightningrodlabs/flashlight-v1.0,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
arcee-ai/virtuoso-small,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
prithivmlmods/cygnus-ii-14b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
quazim0t0/guiltyspark-14b-ties,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
ozone-ai/0x-lite,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
daemontatox/pathfinderai3.0,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
tensopolis/phi-4-tensopolis-v1,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
prithivmlmods/viper-coder-hybrid-v1.3,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
nvidia/aceinstruct-72b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sakalti/ultiima-14b-v0.3,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
ehristoforu/fp4-14b-v1-fix,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
fingu-ai/chocolatine-fusion-14b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
hotmailuser/qwenslerp-14b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
triangle104/robo-gutenberg_v1.0,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
quazim0t0/adamant-14b-sce,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
quazim0t0/phi4basis-14b-sce,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
quazim0t0/bloom-14b-stock,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sometimesanotion/qwen2.5-14b-vimarckoso-v3-prose01,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sometimesanotion/qwentessential-14b-v1,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
prithivmlmods/viper-coder-v1.1,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
quazim0t0/halo-14b-sce,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
cran-may/merge_model_20250308_2,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
prithivmlmods/calcium-opus-14b-elite2,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sicariussicariistuff/impish_qwen_14b-1m,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
bunnycore/phi-4-stock-ex,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
quazim0t0/sake-20b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sometimesanotion/qwenvergence-14b-qv256,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
tensopolis/virtuoso-small-tensopolis-v2,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
prithivmlmods/gaea-opus-14b-exp,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
prithivmlmods/eridanus-opus-14b-r999,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
yoyo-ai/qwen2.5-14b-yoyo-1005,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
yoyo-ai/qwen2.5-14b-yoyo-latest,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
prithivmlmods/calcium-opus-14b-elite,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
prithivmlmods/magellanic-opus-14b-exp,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
arcee-ai/arcee-blitz,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
yoyo-ai/qwen2.5-14b-yoyo-1010,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
hotmailuser/qwenstock1-14b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
yoyo-ai/qwen2.5-14b-yoyo-1005-v2,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
yoyo-ai/qwen2.5-14b-yoyo-0510-v2,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
yoyo-ai/qwen2.5-14b-yoyo-1010-v2,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
openbuddy/openbuddy-qwq-32b-v24.1-200k,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
upstage/solar-pro-preview-instruct,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
qingy2024/qwen2.5-math-14b-instruct-preview,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
marcuscedricridia/etr1o-v1.2,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
cultrix/qwen2.5-14b-hypermarck-dl,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
qwen/qwen2.5-coder-32b-instruct,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
lars1234/mistral-small-24b-instruct-2501-writer,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
quazim0t0/mocha-14b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
cultrix/qwen2.5-14b-brocav3,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
cultrix/qwen2.5-14b-brocav6,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
nlpguy/miisce-one,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
yoyo-ai/zyh-llm-qwen2.5-14b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sometimesanotion/qwenvergence-14b-v9,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
rootxhacker/apollo_v2-32b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
hotmailuser/qwenslerp3-14b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
openbuddy/openbuddy-nemotron-70b-v23.1-131k,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
cultrix/qwen2.5-14b-hyperionv3,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
prithivmlmods/tucana-opus-14b-r999,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
prithivmlmods/calcium-opus-14b-elite-stock,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
ehristoforu/rqwen-v0.1,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
cultrix/qwen2.5-14b-hyperionv5,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
prithivmlmods/volans-opus-14b-exp,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
yoyo-ai/qwen2.5-14b-yoyo-sce,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
yoyo-ai/qwen2.5-14b-yoyo-0505,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
yoyo-ai/qwen2.5-14b-yoyo-0805,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
